5000 13
96.073973 66.457534 64.227397 54.049315 39.049315 20.643836 6.717808 4.290411 22.767123 54.561644 94.035616 96.065753 77.156164
94.361644 67.076712 63.400000 53.254795 38.747945 20.035616 6.676712 4.591781 23.575342 55.353425 93.928767 95.608219 77.219178
92.498630 67.410959 63.263014 51.797260 38.734247 20.284932 5.972603 5.087671 24.452055 56.150685 93.627397 95.194521 77.665753
90.082192 66.342466 64.219178 51.227397 37.646575 20.465753 5.676712 5.317808 24.553425 57.997260 93.591781 94.600000 77.375342
89.465753 66.545205 62.290411 51.882192 36.898630 19.975342 5.638356 5.438356 25.273973 58.868493 94.290411 93.660274 77.550685
88.161644 67.076712 61.238356 51.312329 36.747945 19.460274 5.536986 5.567123 25.668493 60.745205 94.564384 91.915068 78.049315
87.041096 67.153425 61.443836 50.068493 35.649315 19.375342 5.350685 5.698630 26.238356 62.147945 94.065753 92.742466 77.200000
86.194521 67.232877 60.342466 49.783562 35.008219 19.731507 5.010959 5.616438 27.383562 62.997260 93.893151 93.334247 76.189041
86.438356 66.624658 60.038356 48.690411 35.106849 20.000000 4.375342 5.756164 29.153425 62.728767 94.931507 93.087671 75.153425
86.219178 66.252055 60.358904 47.873973 34.739726 19.342466 4.232877 5.917808 30.545205 63.761644 94.635616 92.580822 74.786301
84.956164 65.953425 60.328767 47.991781 33.731507 19.304110 3.810959 5.947945 31.528767 65.238356 94.268493 93.112329 72.515068
81.684932 66.484932 61.243836 47.304110 33.208219 18.767123 3.517808 6.410959 31.430137 66.545205 94.775342 94.739726 69.876712
81.717808 66.819178 61.095890 46.660274 32.868493 17.871233 3.832877 6.526027 32.052055 68.243836 93.728767 94.361644 69.720548
80.526027 66.832877 60.958904 47.008219 32.030137 17.506849 3.972603 6.304110 33.076712 68.967123 93.843836 94.419178 69.115068
79.252055 67.397260 60.904110 45.783562 31.980822 17.463014 3.504110 6.586301 34.145205 70.052055 93.290411 95.906849 67.257534
79.534247 67.608219 60.101370 45.126027 32.520548 16.534247 3.328767 7.186301 34.178082 72.164384 93.638356 93.810959 67.739726
79.164384 67.331507 60.002740 45.331507 31.906849 16.252055 3.156164 8.430137 33.717808 73.227397 93.923288 92.386301 68.435616
78.210959 67.084932 60.353425 44.627397 30.945205 16.194521 3.156164 8.824658 34.843836 73.712329 94.704110 91.498630 68.317808
78.232877 65.736986 60.580822 44.372603 30.523288 15.734247 3.350685 9.156164 35.438356 74.939726 94.643836 91.328767 68.419178
78.235616 65.961644 59.476712 45.175342 29.410959 15.509589 3.186301 9.410959 35.665753 76.383562 94.128767 91.580822 68.334247
77.693151 66.473973 59.010959 44.506849 29.361644 15.057534 3.147945 9.564384 36.701370 77.361644 95.054795 91.493151 67.520548
76.531507 66.460274 59.879452 43.838356 29.169863 14.504110 3.210959 10.202740 37.956164 76.994521 97.895890 88.778082 67.736986
76.745205 65.600000 59.528767 44.542466 27.909589 14.120548 3.180822 10.731507 38.983562 77.589041 97.747945 88.578082 67.926027
75.126027 66.328767 59.312329 44.564384 27.547945 13.621918 3.246575 11.263014 39.646575 78.939726 97.569863 87.775342 67.958904
74.279452 66.265753 59.350685 44.583562 26.906849 13.260274 3.539726 11.180822 40.295890 80.926027 98.317808 86.465753 67.591781
73.969863 66.383562 58.753425 45.136986 25.893151 13.032877 3.304110 11.241096 41.178082 82.115068 99.016438 85.282192 67.920548
73.652055 66.106849 58.312329 45.336986 25.200000 12.805479 3.427397 11.701370 42.071233 83.046575 99.235616 84.106849 67.630137
73.810959 65.884932 58.123288 45.400000 24.241096 12.413699 3.747945 11.994521 43.019178 84.673973 98.073973 84.846575 66.276712
73.841096 65.419178 57.312329 45.397260 23.597260 11.873973 4.008219 12.668493 44.386301 85.293151 97.410959 84.936986 65.389041
73.342466 65.202740 56.112329 45.526027 23.909589 10.863014 4.112329 14.002740 45.284932 85.520548 96.701370 84.526027 64.783562
73.446575 64.649315 55.679452 45.093151 23.421918 10.704110 4.112329 14.852055 46.134247 86.221918 96.632877 84.361644 64.663014
73.197260 64.435616 55.158904 45.213699 23.145205 10.172603 3.915068 15.542466 47.290411 87.123288 96.320548 83.854795 64.668493
73.334247 63.920548 55.361644 45.191781 22.372603 9.926027 3.961644 16.523288 48.580822 87.660274 95.808219 82.054795 64.895890
